text,sentiment
Having to humour him just to get by and get through the day was so apt.  ,1
"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  ",1
Non-linear narration thus many flashbacks and every part are articulated quite well.  ,1
The good cinematography also makes her and Monica Bellucci look very beautiful.  ,1
A good commentary of today's love and undoubtedly a film worth seeing.  ,1
"For people who are first timers in film making, I think they did an excellent job!!  ",1
"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  ",1
It's a feel-good film and that's how I felt when I came out of the cinema!  ,1
It has northern humour and positive about the community it represents.  ,1
I rather enjoyed it.  ,1
I liked it.  ,1
It really created a unique feeling though.  ,1
Vivian Schilling did an excellent job with the script.  ,1
A world better than 95% of the garbage in the theatres today.  ,1
Her role was played well.  ,1
Not too screamy not to masculine but just right.  ,1
The camera really likes her in this movie.  ,1
I would have casted her in that role after ready the script.  ,1
"As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  ",1
"This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  ",1
"I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  ",1
"An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together  talk about raging cheekbones!).  ",1
"The soundtrack wasn't terrible, either.  ",1
"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  ",1
Both do good jobs and are quite amusing.  ,1
The last 15 minutes of movie are also not bad as well.  ,1
"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",1
I believe the screenwriter did a good job of tying up the loose ends.  ,1
My 8/10 score is mostly for the plot.  ,1
"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1
I was deeply impressed with the character he played.  ,1
I knew when I saw the film that more great things were to come from this gifted actor.  ,1
"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",1
"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  ",1
"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  ",1
"This movie was kind of long in length, but I enjoyed every minute of it.  ",1
Overall I rate this movie a 10 out of a 1-10 scale.  ,1
"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  ",1
"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  ",1
"This movie creates its own universe, and is fascinating in every way.  ",1
But this movie really got to me.  ,1
See it.  ,1
"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  ",1
"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  ",1
This movie is a good and humorous comment on life in 2006.  ,1
"I found this move beautiful, enjoyable, and uplifting.  ",1
"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  ",1
Later I found myself lost in the power of the film.  ,1
The entire audience applauded at the conclusion of the film.  ,1
"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",1
Duris has a wholesome appearance and gives a fine performance.  ,1
The rest of the cast also play well.  ,1
Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ,1
The cast is good.  ,1
"For that, it's worth checking out.  ",1
the cast was great.  ,1
"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  ",1
add betty white and jean smart and you have a great cast - everyone played their parts really well.  ,1
STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1
This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  ,1
"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  ",1
"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1
"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1
Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,1
The original Body and Soul (1947) is a masterpiece.  ,1
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1
"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  ",1
"Gotta love those close-ups of slimy, drooling teeth!  ",1
The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  ,1
"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  ",1
"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",1
The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,1
"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1
The characters were all funny and had the peculiarity of not having a true lead character.  ,1
Every single character was hilarious and deserved to be called a lead.  ,1
Perabo has a nice energy level and is obviously very comfortable in front of a camera.  ,1
I believe that Pitch Black was done well.  ,1
"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1
Go watch it!  ,1
VERY funny!  ,1
The characters are interesting and you really care for them.  ,1
"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1
Don't miss it.  ,1
"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1
"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1
"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1
"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1
"I saw this film over Christmas, and what a great film it was!  ",1
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1
"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1
But it wasn't until I watched this film that I realised how great he actually was.  ,1
I'll give this film 10 out of 10!  ,1
"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1
Nevertheless yet another wonderful film from the great master's stable.  ,1
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1
Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1
"But it is entertaining, nonetheless.  ",1
It's a campy sort of film that's a joy to watch.  ,1
There's barely a boring moment in the film and there are plenty of humorous parts.  ,1
The cast is always entertaining as usual.  ,1
"Overall, a delight!  ",1
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1
Nothing short of magnificent photography/cinematography in this film.  ,1
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1
Excellent performance.  ,1
There still are good actors around!  ,1
Also great directing and photography.  ,1
"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1
"If you love death and decay, and Shakespears lyrics... this is the one.  ",1
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1
"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1
This is a stunning movie.  ,1
Raw and sublimely moving.  ,1
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1
All of the main players are mesmerising.  ,1
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1
Julian Fellowes has triumphed again.  ,1
He's a national treasure.  ,1
GO AND SEE IT!  ,1
This is an excellent film.  ,1
The aerial scenes were well-done.  ,1
It was also the right balance of war and love.  ,1
"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1
Kris Kristoffersen is good in this movie and really makes a difference.  ,1
A good film by a great director!  ,1
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1
This is just a great movie.  ,1
10 out of 10 stars.  ,1
Punishment Park is a brilliant piece of cinema.  ,1
"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1
This is one of Peter Watkins most accessible films.  ,1
I advise you to look out for it.  ,1
You wont regret it!  ,1
Highly recommended A+  ,1
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1
The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1
The attractive set used throughout most of the film is an eye-pleasing gem.  ,1
The transfers are very good.  ,1
Very nice and relaxing late night viewing.  ,1
The movie is full of wonderful dancing (hence the title!  ,1
") some great music, and terrific scenery.  ",1
"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1
") a happy, wonderful, feel good ending!  ",1
"The point is the journey, a journey that touches every member of the family.  ",1
It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,1
I just saw this film and I recommend it.  ,1
"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1
"A very good film indeed, about great and unconditional love.  ",1
"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1
"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1
"Despite the pans of reviewers, I liked this movie.  ",1
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1
"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1
"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1
I guess I liked the details of his dysfunction--he was believable.  ,1
But I thought his acting was skilled.  ,1
Meredith M was better than all right.  ,1
A very charming film with wonderful sentiment and heart.  ,1
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1
Nine out of ten for a truly lovely film.  ,1
This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,1
This is one of the best Italian thrillers of the early 70's.  ,1
A standout scene.  ,1
"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",1
It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,1
The movie was very interesting from beginning to the end.  ,1
I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ,1
This movie is also revealing.  ,1
"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1
PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,1
"It's a fresh, subtle, and rather sublime effect.  ",1
"An Italian reviewer called this ""a small, great film,"" and that's right.  ",1
"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  ",1
"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1
"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",1
Also the music by Mark Snow is possibly the best score I've ever heard.  ,1
You won't forget this movie!  ,1
"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1
But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,1
This movie is so awesome!  ,1
"I loved it, it was really scary.  ",1
I love the Scream movies and all horror movies and this one ranks way up there.  ,1
If you want a real scare rent this one!  ,1
10-Oct,1
This is an extraordinary film.  ,1
"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",1
"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1
"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1
This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,1
"Predictable, but not a bad watch.  ",1
It was clear that she had the range and ability to pull off this part.  ,1
She carries the movie well.  ,1
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,1
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1
Editing: The editing of this film was phenomenal in my opinion.  ,1
"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",1
Cinematography: The film was shot in an interesting way.  ,1
"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",1
This film offers many delights and surprises.  ,1
"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1
You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,1
But this understated film leaves a lasting impression.  ,1
The warmth it generates is in contrast to its austere backdrop.  ,1
You will leave the theater wanting to go out and dance under the stars.  ,1
"The acting, as you'd expect from this cast, is top notch.  ",1
"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",1
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1
Conclusion - I loved it.  ,1
It's a long time since I was so entertained by a movie.  ,1
I struggle to find anything bad to say about it.  ,1
"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1
"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1
"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",1
"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1
Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1
Trumbull on I LOVE LUCY).  ,1
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1
See both films if you can.  ,1
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1
"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1
This movie is possibly one of the most creative works of horror ever.  ,1
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1
" With great sound effects, and impressive special effects, I can't recommend this movie enough.  	1",1
"Call me a nut, but I think this is one of the best movies ever.  ",1
Great character actors Telly Savalas and Peter Boyle.  ,1
"I won't spoil it, but the ending in pretty amazing.  ",1
"The best scene in the movie is at the end, but I won't spoil it.  ",1
"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  ",1
"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  ",1
A film not easily forgotten.  ,1
"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  ",1
The scripting of the subtle comedy is unmatched by any movie in recent years.  ,1
"The characters are interesting, even if a bit predictable.  ",1
"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ",1
Great movie!  ,1
Linda Cardellini is the only thing good in this film.  ,1
She's poised and amazing.  ,1
"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",1
"The best part about ""Nurse Betty"" is it's unpredictability.  ",1
"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1
"There is, however, some pretty good acting (at least, for this type of film).  ",1
I saw this short film on HBO the other day and absolutely loved it.  ,1
I didn't realize how wonderful the short really is until the last two scenes.  ,1
Excellent short film.  ,1
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1
"Funny, clever, hip - just like Pray's previous film, Hype!  ",1
It was a long time that i didn't see a so charismatic actor on screen.  ,1
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1
The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1
I rate this movie 9/10.  ,1
"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1
The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1
"Kathy Bates is wonderful in her characters subtle desperation and escapism a variation on her character in ""At Play In The Fields Of The Lord"". ",1
For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1
"It never condescends, all the characters have good genuine hearts and believable problems.  ",1
The two main characters may be two of the most believable children I ever saw put on screen.  ,1
"They are so easy to love, but even more easy to identify with.  ",1
This movie is great--especially if you enjoy visual arts.  ,1
The scenery that the two daughters paint and photograph are beautiful.  ,1
The story is also both funny and poignant at times.  ,1
"People who like European films and ""art movies"" will like this movie.  ",1
This is truly an art movie--it actually has a lot of art in it.  ,1
Go rent it.  ,1
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1
"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1
Brilliance indeed.  ,1
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1
Think of the film being like a dream.  ,1
Simply beautiful.  ,1
Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,1
"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",1
It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,1
But it picked up speed and got right to the point.  ,1
"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",1
I enjoyed it.  ,1
I have recommended it to friends.  ,1
I was particularly pleased with the acting ability of Dwight Schultz.  ,1
"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1
"Their on-screen chemistry, critical to the entire film, is genuine.  ",1
"The film's dialogue is natural, real to life.  ",1
"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1
The incredible soundtrack truly captures the essence of the film.  ,1
"Each track commands sentiment, actually contributing to the scenes and characters.  ",1
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1
"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  ",1
"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",1
Enough can not be said of the remarkable animation in this film.  ,1
The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  ,1
"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",1
"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1
"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",1
It is a very well acted and done TV Movie.  ,1
Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1
I keep watching it over and over.  ,1
"It's a sad movie, but very good.  ",1
"If you have not seen this movie, I definitely recommend it!  ",1
"She is as lovely as usual, this cutie!  ",1
Still it's quite interesting and entertaining to follow.  ,1
 Recommend with confidence!  ,1
This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ,1
It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ,1
":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",1
"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  ",1
Fans of the genre will be in heaven.  ,1
Lange had become a great actress.  ,1
It looked like a wonderful story.  ,1
Good ,1
Excellent lectures are delivered by teachers and all teachers are very punctual.,1
Good,1
teachers give us all the information required to improve the performance.,1
Yes,1
good and punctual,1
It is good,1
Good,1
Good,1
It's good when compare with my Btech lectures and teaching activities.,1
Good,1
way of teaching is good,1
Good,1
Good ,1
As compared to other colleges and university our university is perfect in all the aspects,1
Good,1
Lectures helps in clear our concept,1
"University is very good at delivering proper lectures,also the interaction with students is descent. Sometimes the teachers lack in terms of punctuality but overall university is giving a good input. ",1
Good,1
Good,1
lecturer are punctual and can interact them easily.,1
Good,1
Good,1
Good,1
nice,1
It's good,1
"Discipline, punctuality , lecture delivery all are good but hv to do some work for quality of lecture",1
Perfect,1
It is really gud,1
According to me everything is going well in accordance to interaction.More than enough is served. ,1
Good,1
Good,1
Accurate,1
It's good,1
Good,1
it is good depending on the faculty,1
"maintained punctuality, good lecture delivery",1
good,1
good,1
good,1
good,1
good,1
"it is quite good , depending on teacher and their experience",1
"it is quite good , depends upon teacher and their experience",1
the way of teaching is good but the time more than enough,1
good teaching delivery,1
"good, teacher is delivery the lecture in the best way they can",1
"very good teaching facilities, lecture given are fruitful and teachers are punctual",1
all things are good,1
all things are good,1
all activties are good,1
all activties are good,1
good,1
All is good. no other university is so serious about the concept of practicals.,1
"lecture delivery depends on teacher's knowledge, punctuality is good",1
Good,1
way of teaching is average,1
good,1
the staff is highly punctual ad interactive and encourage students to participate in the class,1
"staff and faculty members are always available for interaction, very punctual and delivery of lecture can be improved",1
good delivery,1
good,1
"our university is good in terms of lecture delivery,interaction and punctuality",1
good,1
very good,1
good,1
"interaction satisfied, lecture delivery good,punctuality always on time",1
Excellent but it depends upon teacher,1
good,1
good,1
Good,1
good,1
Good,1
Good,1
 very good.,1
it is ok,1
Some of the teachers are not well experienced but they are interactive and helpful and punctual.,1
EXCELLENT,1
"The faculty is good ,interaction between student and teacher is also good",1
Good,1
Good,1
good,1
its to good ,1
everything is good ,1
excellent,1
good,1
good,1
teaching activities of our university is good. i am satisfied with it.,1
GOOD,1
everything is good for faculty,1
satisfactory,1
GOOD,1
all are good,1
"our university is good in punctuality,lecture delivery but it is not good in terms of interaction",1
good,1
All lectures are giving their best to teach the students,1
The university consists of a whole world in itself.It is diverse and manages to conduct all events properly.I love being the part of this university where we get equal and all opportunities in all respects and fields.,1
"teachers are pretty interactive,But it all depends on the student to gain as much as knowledge he can from the teacher.Teachers are punctual and very helpful during exams time.",1
"overall rating on this activity is 4.5/5 .very nice teaching and interaction between students and lectures was good, every time there will be new and fresh style in  delivering the lectures ,thanks.


 ",1
Interaction is good but it should b more ...rest is too perfect,1
"teachers are good in subject,and punctuality",1
good ,1
satisfied,1
"examination department is not good, teaching is quite good, I cant get extra time for extra knowledge, interaction is good


",1
Well and Good,1
Good,1
good,1
good,1
good,1
good,1
It is very good learning in this university,1
good,1
Good,1
excellent,1
good,1
"Everything is very good. Interaction part is something like teachers mostly interact with each and every student, lecture delivery is very good and punctuality always maintains.",1
good,1
"I am very much satisfied with teaching faculty interms of iteraction,lecture delivery, punctuality etc",1
good,1
"Interaction is satisfying, Lecture delivery is Good, Punctuality is Excellent

",1
excellent university  the mode of teaching is completely different than any other university in india. lecturers are very friendly with every one they interact just like friends and they are very punctual,1
good enough,1
"In this university there is good interaction with the students, Teachers in this university can deliver the lectures effectively, There is good punctuality in this university

",1
Very good indeed. ,1
"Teaching is excellent,but lecture delivery is not up to the mark.Punctuality is good",1
"good, and also like the teaching style",1
"Interaction between students and teachers is good ,The lectures delivery is fine, punctuality is good
 

",1
not bad,1
Its Quite Good,1
very good indeed,1
not bad..,1
All terms are good regarding the university activities,1
GOOD,1
intraction is good and leacture delivery also good and then punctuality is also is good,1
all the given terms are good regarding the university ,1
All the terms are good regarding the university activities.,1
IT IS GOING GOOD,1
All courses material provide very good knowledge in depth .,1
content of courses improves my knowledge,1
Yes,1
Good,1
This semester university has provide best teachers ,1
course content is knowledgeable ,1
Good,1
Very good,1
Easily available course material with sufficient knowledge gaining,1
"The materials or links provided for study purpose is good, clarity in depth of courses but again it differs from teacher to teacher.",1
The course notes are very knowledgeable and proper.,1
Good,1
Good,1
content of the courses are update and mostly based on current technology.,1
Good,1
Good,1
good,1
every thing is fine,1
It's appreciable,1
Satisfied,1
Awesome,1
It is proper,1
Courses are very good and useful ,1
Its good,1
Everything is fine. Every thing is taught in depth.Even a single point is elaborated enough to understand. ,1
Courses are very good and useful ,1
content is good enough,1
Good,1
Good,1
Accurate,1
Accurate,1
Perfect,1
the material provided is beneficial and provides much knowledge,1
fully knowledgeable,1
good,1
good,1
well planned,1
good,1
good,1
ok,1
good,1
content is very knowledgable and gives us huge knowledge of every subject,1
"content is enough, we donot need more.",1
course content is good,1
the content of the course is knowledgeable,1
good,1
not too bad,1
not too bad,1
course material is perfect,1
not bad,1
good,1
IP is provided to the students which is very helpful for the students.,1
Good,1
optimum content,1
good,1
very good,1
good,1
very good,1
Satisfied knowedgeable and proper course material,1
"Good, but there should be at least one a practical subject in every semester",1
Yes,1
good,1
Good,1
good,1
Good,1
Good,1
 good.,1
course contents are very much relevant to our courses,1
good,1
GOOD,1
content of the course is good ,1
Excellent,1
Very good,1
as per the courses all the sub are providing  worth knowledge,1
very good,1
regarding the courses everything is good,1
coming to the courses these are very well planned... and it all depends on the lectures.,1
good,1
good,1
good,1
good,1
upto the mark,1
It is so good.,1
GOOD,1
excellent,1
excellent,1
good,1
"good it was knowledgeable,depth of the course is good,there is but proper course materials in only for some  subjects",1
good,1
good,1
Excellent,1
very good and you can also increase the standard of Courses,1
